"","id","u_teamid","dv_type","iv_type","software","indepv","mator","dichotomize","twowayfe","cluster_any","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","w1985","w1990","w1996","w2006","w2016","p","AME_Z","lower_Z","upper_Z","eeurope","allavailable","mlm_any","Hresult","orig13","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE","main_IV_measurement","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","degree","SURVEY_WAVES","COUNTRIES","est","lb","ub","belief_ipred","pro_immigrant","topic_ipred","stats_ipred","total_score","count","sig_group","est_sig","est_ns","sig_group2","est_ns_scl","est_sig_scl","ci","ub_order","count2","est2","belief_ipredm","pro_immigrantm","topic_ipredm","stats_ipredm","total_scorem","belief_roll","pro_roll","topic_roll","stats_roll","total_roll","belief_roll2","pro_roll2","topic_roll2","stats_roll2","total_roll2","DV_Jobs","DV_Unemp","DV_IncDiff","DV_OldAge","DV_House","DV_Health","DV_Scale","Test_Stock","Test_Flow","Test_ChangeFlow","M_Gross","M_Net","W_Other","W_96_06","W_96_06_16","W_06_16","C_13","C_Other","C_All","C_CEE","IV_Emp","IV_GDP","IV_Socx","IV_None","Est_ols","Est_logit","Est_mlglm","Est_ologit","Est_bayes"
"270","t29m45",29,"Jobs","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.26675,0.0170316844642039,-0.0130273205142738,0.0470906894426816,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration","emplrate_ivC",NA,NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.017032,-0.013027,0.047091,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,1142,NA,NA,0.017032,"2",0.34064,NA,-0.013027,2,783,0,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,-0.11010808987471,0.360311962424663,0.190329950741748,0.161793850290989,-0.0835175150194139,0.429615314004765,-0.0606279882956663,0.369079899741999,0.151544571750395,0.552854665006589,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"831","t68m54",68,"House","Flow","Stata","None","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.78527,0.00209326986883921,-0.0129660113549354,0.0171543027828806,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.002093,-0.012966,0.017154,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,817,NA,NA,0.002093,"2",0.04186,NA,-0.012966,2,784,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.277142928786727,-0.00678683180818147,0.0371188952610097,-0.142999676789488,0.00351409857366909,0.452512846079697,-0.0704172894752088,0.330191074595746,0.141642024936139,0.452932648783833,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"782","t68m110",68,"House","Flow","Stata","Soc_Spending","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.50645,0.00659511385454362,-0.0128626616291936,0.026051137648014,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,"gdp_ivC",3,"2006 & 2016","All Available (~26)",0.006595,-0.012863,0.026051,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,1002,NA,NA,0.006595,"2",0.1319,NA,-0.012863,2,785,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.243968400951004,-0.0655226388854365,-0.104490210539856,0.0363686625847529,-0.199257843235722,0.404874423486014,-0.0704172894752088,0.357811774247615,0.21626683284383,0.451447305318315,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0
"293","t31m11",31,"House","Stock","Stata","Soc_Spending","ml_glm","continuous","No","Yes",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","Other",0.67538,0.00348,-0.0128,0.01976,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.00348,-0.0128,0.01976,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,883,NA,NA,0.00348,"2",0.0696,NA,-0.0128,2,786,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,0.0686976501683637,-0.0312600847570369,0.0280598618145376,0.128757108916986,-0.5382250730398,0.392478847516165,-0.0899958918342939,0.20126750889701,0.107469002427969,0.47681696937655,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"334","t31m5",31,"House","Stock","Stata","None","ml_glm","continuous","No","Yes",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","Other",0.74472,0.00253,-0.0127,0.01776,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.00253,-0.0127,0.01776,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,841,NA,NA,0.00253,"2",0.0506,NA,-0.0127,2,787,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,0.075415648960576,0.0372650234997604,-0.113496849098726,-0.114831145904855,-0.147924377392842,0.381475017271313,-0.0214707835774964,0.204229166833723,0.138704697628771,0.576942181096665,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"777","t68m106",68,"Jobs","Flow","Stata","Soc_Spending","ml_glm","continuous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","Other","w2006","w2016",0.46872,0.00743767687287973,-0.0126804858414452,0.0275575912774715,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,"gdp_ivC",3,"2006 & 2016","All Available (~26)",0.007438,-0.01268,0.027558,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,1030,NA,NA,0.007438,"2",0.14876,NA,-0.01268,2,788,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.0741689114166421,0.0274757223202175,0.214241149973068,0.162617983856434,-0.256714488998353,0.371798953283284,0.0127917705509025,0.221332019925764,0.134826582064196,0.496922576892833,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0
"287","t30m5",30,"Jobs","Flow","MLwiN","Soc_Spending","logit","dichotomous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.94738,0.000437922566702763,-0.0125666259741025,0.013442471107508,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","High","Mid","Mid","Net Migration","emplrate_ivC","socx_ivC",NA,NA,3,"1996 & 2006","All Available (~26)",0.000438,-0.012567,0.013442,0.0513088074270683,3.5,0.0199860644875652,0.139887956668256,0.515668296666667,730,NA,NA,0.000438,"2",0.00876,NA,-0.012567,2,789,0,0.242779423587291,-0.848666733248838,0.173870934855758,0.408687043663213,0.600347617461522,-0.114388315967608,-0.192783554219488,0.46651003852433,0.621401247960225,0.365340164898627,0.381216207112886,0.0030024693713601,0.323100063980223,0.221027910320653,0.423462248382962,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"79","t12m8",12,"Unemp","Flow","R","Soc_Spending","ml_glm","continuous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.22996,0.0197941000149649,-0.0124370008943585,0.0522003699509694,"Other","Other","mlm_any","Reject","Other","Mid","Low","Low","Mid","Mid","Net Migration","emplrate_ivC","socx_ivC",NA,NA,5,"1996 & 2006","Other",0.019794,-0.012437,0.0522,-0.228646665831802,3,-0.225268457241595,-0.0140824844467165,0.440684598,1159,NA,NA,0.019794,"2",0.39588,NA,-0.012437,2,790,0,-0.400258498886117,-1.28918528632825,-0.611313228101293,0.0434875570120009,-0.0556156324289257,-0.214845786109402,0.374995914193977,-0.306779411816999,-0.0866711454628454,-0.0675589865949386,0.421923010098226,-0.00678683180818233,0.431337856649821,0.314704698665069,0.369270982606673,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"506","t49m5",49,"House","Stock","Stata","Soc_Spending","logit","dichotomous","Yes","Yes",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","w2016",0.71332,0.00284,-0.01232,0.018,"Other","Other",NA,"Reject","orig13","Mid","High","Mid","Low","Mid","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,3,"1996, 2006 & 2016","13 Rich Democracies Only",0.00284,-0.01232,0.018,-0.126164520145872,5,-0.0910358582348886,-0.482108423582572,0.465362673333333,854,NA,NA,0.00284,"2",0.0568,NA,-0.01232,2,791,0,-0.164864258204275,0.472888925989402,-0.181566570834673,-1.06661404089298,0.160270097196873,0.053006605128167,-0.109574494193377,0.178398652013685,0.157985111384315,-0.256725181871377,0.419988073211338,0.0519489752690728,0.450784461574312,0.330044922047518,0.364617698601784,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"294","t31m12",31,"Health","Stock","Stata","Soc_Spending","ml_glm","continuous","No","Yes",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","Other",0.85233,0.00129,-0.01229,0.01488,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Immigrant, foreign-born",NA,"socx_ivC",NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.00129,-0.01229,0.01488,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,771,NA,NA,0.00129,"2",0.0258,NA,-0.01229,2,792,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,-0.350230177649347,0.140052685884957,0.119250483704183,0.190792854480253,-0.0386042989071968,0.447840905920268,0.0813168788077003,0.434677066765659,0.295590780814827,0.375233744061614,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"167","t23m31",23,"Jobs","Flow","Stata","Soc_Spending","logit","dichotomous","Yes","Yes","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.56658,0.00506063318081713,-0.0122443149650093,0.0223673330169103,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Net Migration",NA,"socx_ivC",NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.005061,-0.012244,0.022367,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,943,NA,NA,0.005061,"2",0.10122,NA,-0.012244,2,793,0,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,0.01343656032006,0.0813168788077012,-0.248983561760158,-0.28939839181359,-0.405069389043581,0.45884473616512,0.0127917705509028,0.431715408828946,0.264355085614025,0.275108532341499,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"781","t68m11",68,"OldAge","Flow","Stata","None","ml_glm","continuous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","Other","w2006","w2016",0.84586,0.00133829136384365,-0.0121567304516687,0.0148315614890892,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.001338,-0.012157,0.014832,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,775,NA,NA,0.001338,"2",0.02676,NA,-0.012157,2,794,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.375502933631126,0.159631288244042,-0.0229870376363148,0.0353202979706663,-0.123480382224472,0.469848566409971,-0.0557333377058947,0.428753750892233,0.233119390413223,0.174983320621384,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"816","t68m40",68,"House","Flow","Stata","GDP_Per_Capita","ml_glm","continuous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","Other","w2006","w2016",0.57555,0.00485568541960024,-0.0121427169295342,0.0218558394590015,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",3,"2006 & 2016","All Available (~26)",0.004856,-0.012143,0.021856,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,935,NA,NA,0.004856,"2",0.09712,NA,-0.012143,2,795,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.11247047924654,-0.0165761329877242,-0.279200703373515,-0.367074107250047,-0.179701216255657,0.504980787240485,-0.0851012412445223,0.404794330080628,0.20132442266992,0.190252650086102,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"307","t31m24",31,"Health","Stock","Stata","None","ml_glm","continuous","No","Yes",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","Other",0.88606,0.00095,-0.01204,0.01395,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.00095,-0.01204,0.01395,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,758,NA,NA,0.00095,"2",0.019,NA,-0.01204,2,796,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,-0.108484225500889,0.0421596740895315,0.268900318003192,0.164591697833796,0.114708086095474,0.504980787240485,-0.0851012412445223,0.404794330080628,0.20132442266992,0.190252650086102,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"160","t23m25",23,"Jobs","Flow","Stata","None","logit","dichotomous","Yes","Yes","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.5732,0.00478211442839418,-0.0118554397257772,0.0214179168922988,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.004782,-0.011855,0.021418,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,933,NA,NA,0.004782,"2",0.09564,NA,-0.011855,2,797,0,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,0.127560238175127,-0.0704172894752082,-0.305721204000311,-0.36841448694266,-0.0354256596141484,0.624861585212949,-0.11446914478315,0.561016569463337,0.280154428343703,0.223405512980246,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"959","t77m2",77,"Scale","Flow","Mplus","Soc_Spending","ml_glm","continuous","No","No","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Other","Other","Other","Other","w2016",0.11004,0.0522003699509694,-0.0117363247876341,0.116312233716254,"eeurope","allavailable","mlm_any","Reject","Other","Mid","High","Mid","Mid","High","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,5,"Other","All Available (~26)",0.0522,-0.011736,0.116312,0.0496430107893651,5,-0.00844007597091131,0.128659345974328,0.581149144,1219,NA,NA,0.0522,"2",1.00435643564356,NA,-0.011736,2,798,0,0.238953206522474,0.472888925989402,0.0828644362003052,0.382054120931201,1.17317918200326,-0.315484122666414,0.0911061799872442,-0.317015061387463,-0.20695424254419,0.0471047637191626,0.662390481909908,-0.119363795372921,0.527806321562643,0.249578402675588,0.314041162643907,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"444","t45m2",45,"Unemp","Stock","Stata","Soc_Spending","logit","dichotomous","Yes","Yes",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.54804,0.00513,-0.0116,0.02186,"Other","Other",NA,"Reject","orig13","Mid","High","Mid","Mid","Mid","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,3,"1996, 2006 & 2016","13 Rich Democracies Only",0.00513,-0.0116,0.02186,0.19805963356279,5,-0.168490942255386,-0.210495386053358,0.38618582,949,NA,NA,0.00513,"2",0.1026,NA,-0.0116,2,799,0,0.579855692399194,0.472888925989402,-0.429539594469945,-0.422380373994694,-0.532375197075873,-0.0302397131172743,0.100895481166786,-0.251791196600561,-0.258648550908829,-0.355548044172651,0.674786057879757,-0.0997851930138361,0.684350586913248,0.358376233091448,0.288671498585672,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"689","t61m20",61,"Unemp","Flow","R","None","logit","dichotomous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","w1990","w1996","w2006","w2016",0.49097,0.00622550720824649,-0.0114910881502805,0.0239421025667735,"eeurope","Other","mlm_any","Reject","Other","Mid","Mid","High","High","High","Net Migration",NA,NA,NA,NA,3,"Other","Includes Eastern/CE Europe",0.006226,-0.011491,0.023942,-0.353433981365325,4.33333333333333,0.00208232137924291,0.667368983879437,0.601446618333333,991,NA,NA,0.006226,"2",0.12452,NA,-0.011491,2,800,0,-0.686886137194552,-0.114469144783152,0.116551969043456,1.65980900552037,1.35074307208888,0.0316835009517173,-0.182994253039947,-0.155106296812487,-0.0221001717846966,-0.284161256083492,0.567300835877142,-0.0508386871161234,0.684672612881145,0.388344057833527,0.255518635691528,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"813","t68m38",68,"IncDiff","Flow","Stata","GDP_Per_Capita","ml_glm","continuous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","Other","w2006","w2016",0.39396,0.00883552570579495,-0.0114788263184128,0.0291498777300027,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",3,"2006 & 2016","All Available (~26)",0.008836,-0.011479,0.02915,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,1068,NA,NA,0.008836,"2",0.17672,NA,-0.011479,2,801,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.236360244345721,0.00300246937136125,0.0926162885282256,-0.200661316721352,-0.50081937510066,0.552508584040848,-0.0948905424240647,0.537379174619629,0.278327285342478,0.20552197955082,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"770","t68m10",68,"IncDiff","Flow","Stata","None","ml_glm","continuous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","Other","w2006","w2016",0.54442,0.00508165346401887,-0.0113527046192024,0.0215142598569734,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born",NA,NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.005082,-0.011353,0.021514,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,946,NA,NA,0.005082,"2",0.10164,NA,-0.011353,2,802,0,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,0.0589671492140364,0.0519489752690736,-0.277747116619399,-0.293927414625199,-0.330902038628497,0.53469931313044,-0.0948905424240647,0.390252556803779,0.174747950183806,0.166635691171378,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
"537","t52m33",52,"IncDiff","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.87457,0.000993208381281867,-0.011338691097068,0.0133251078596317,"Other","Other",NA,"Reject","Other","Mid","High","Mid","Low","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",0.000993,-0.011339,0.013325,0.142389190085743,5.5,-0.0964760633671994,-0.325551066475158,0.33212714,764,NA,NA,0.000993,"2",0.01986,NA,-0.011339,2,803,0,0.451984620975091,0.913407479068815,-0.198983427751363,-0.695278698647615,-1.0052847500605,-0.147978506187108,-0.0165761329877236,0.15185666484707,0.0996167830617015,0.0323499569859534,0.53469931313044,-0.0948905424240647,0.390252556803779,0.174747950183806,0.166635691171378,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"62","t10m3",10,"IncDiff","Stock","Stata","Soc_Spending","ml_glm","dichotomous","Yes","Yes",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.74366,0.00224,-0.01119,0.01568,"Other","Other","mlm_any","Support","Other","High","Mid","High","High","Mid","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,"gdp_ivC",1,"1996, 2006 & 2016","Other",0.00224,-0.01119,0.01568,0.391765407517353,4,0.696886381886239,0.8137910361956,0.354621026,823,NA,NA,0.00224,"2",0.0448,NA,-0.01119,2,804,0,1.02478415550399,-0.408148180169424,2.34097230112119,2.00710461598336,-0.808506479241696,0.463707092649914,-0.0851012412445217,-0.112685129449497,-0.335609573618663,0.0874193602335274,0.567440113462803,-0.0508386871161234,0.356908625447289,0.132976306617501,0.143701990202192,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0
"305","t31m22",31,"OldAge","Stock","Stata","None","ml_glm","continuous","No","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.92075,0.00059,-0.01104,0.01222,"eeurope","Other","mlm_any","Reject","Other","High","High","High","High","Mid","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","Includes Eastern/CE Europe",0.00059,-0.01104,0.01222,0.430665022383767,5,1.21017166920749,1.09959593453011,0.519539528333333,742,NA,NA,0.00059,"2",0.0118,NA,-0.01104,2,805,0,1.11413381971143,0.472888925989402,3.98425894000557,2.68499968076547,0.634213454307389,-0.0514031428633752,-0.0802065906547495,0.454916990538645,0.459914266407453,0.197945537311852,0.577178769151164,-0.0214707835774959,0.350614380103904,0.0658531013178522,0.184661817349932,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"1033","t86m34",86,"OldAge","Stock","Stata","Soc_Spending","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.89839,0.00077,-0.01104,0.01258,"Other","Other",NA,"Support","Other","Mid","High","High","Mid","Low","Muslim-country Immigrant",NA,"socx_ivC",NA,NA,3,"1996, 2006 & 2016","Other",0.00077,-0.01104,0.01258,0.212192617959643,5.5,0.0121719344736104,-0.0978912385625046,0.33212714,752,NA,NA,0.00077,"2",0.0154,NA,-0.01104,2,806,0,0.612318158015996,0.913407479068815,0.148853939894824,-0.155296792492517,-1.0052847500605,0.0412865526800487,0.100895481166786,0.549808726479129,0.389962847241356,0.0739764078517835,0.607416462445172,-0.041049385936581,0.33293096511464,0.0821090616239398,0.22582959331185,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"535","t52m31",52,"Jobs","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.86707,0.00102824218661809,-0.0110128767074411,0.0130693610806773,"Other","Other",NA,"Reject","Other","Mid","High","Mid","Low","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",0.001028,-0.011013,0.013069,0.142389190085743,5.5,-0.0964760633671994,-0.325551066475158,0.33212714,765,NA,NA,0.001028,"2",0.02056,NA,-0.011013,2,807,0,0.451984620975091,0.913407479068815,-0.198983427751363,-0.695278698647615,-1.0052847500605,-0.227118215894682,0.0421596740895315,0.155114409744641,0.175960386812684,-0.0397711851147356,0.595020886475323,-0.0606279882956661,0.176386699764035,-0.026688768791921,0.251199257370085,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
